video_id,url,title,channel,channel_url,uploader_id,duration_seconds,view_count,verified,search_query,niche
Awn19pbBonY,https://www.youtube.com/watch?v=Awn19pbBonY,How does an AIRPORT work? #Let'sSee,Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,@manualdomundo,381,851682,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
25RjUZ1Cr94,https://www.youtube.com/watch?v=25RjUZ1Cr94,"I've arrived at the airport, NOW WHAT? | Step-by-Step Guide for Your First Trip",Bruna Benazzi,https://www.youtube.com/channel/UC8BOESR3GGdL_3vGCymRKMw,@BrunaBenazzi,730,219669,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
hmFUvNk1Jdg,https://www.youtube.com/watch?v=hmFUvNk1Jdg,Passenger searched on suspicion of smuggling | Airport: Restricted Area | Discovery Brazil,Discovery Brasil,https://www.youtube.com/channel/UCt6iLNEJT6v9VHm9hQ04W6g,@DiscoveryBR,610,4987544,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
aMPu845fYUA,https://www.youtube.com/watch?v=aMPu845fYUA,"Fiscalização de passageiros mais ""nervosos"" e tensos | Aeroporto - Área Restrita | Discovery Brasil",Discovery Brasil,https://www.youtube.com/channel/UCt6iLNEJT6v9VHm9hQ04W6g,@DiscoveryBR,452,4169229,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
6nEYQVZPpn8,https://www.youtube.com/watch?v=6nEYQVZPpn8,"""How I Escaped a Human Trafficking Ring"" | Claudia Cunha",Arquivo Mistério,https://www.youtube.com/channel/UC2gasNE0n9fM868USH6D9sg,@arquivomisterio,2715,422236,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
8St_OiaQwmo,https://www.youtube.com/watch?v=8St_OiaQwmo,Como o Brasil Construiu o Maior Aeroporto da América Latina,Urbana,https://www.youtube.com/channel/UCChat-bTm8plCwt1OAXCBLA,@canalurbana,779,466517,False,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
VTqXGusviPY,https://www.youtube.com/watch?v=VTqXGusviPY,💰A maior rota de contrabando e tráfico do BRASIL! 🚨🛑| O MELHOR DE PARADOS NA FRONTEIRA,Canal History Brasil,https://www.youtube.com/channel/UCRP5p2RfxJgnKyWgve5pJ-Q,@CanalHistory,3386,1548876,False,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
CJBDH1vXGRo,https://www.youtube.com/watch?v=CJBDH1vXGRo,Federal Revenue Auditor Explains His Job - Paulo Angelito (Airport - Restricted Area),Cortes do Inteligência [OFICIAL],https://www.youtube.com/channel/UCvmWNQH4c2T3Triih3lftiw,@cortesdointeligencia,92,30864,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
QXDjw3Ezc20,https://www.youtube.com/watch?v=QXDjw3Ezc20,Passengers lose control after inspections | Airport - Restricted Area | Discovery Brazil,Discovery Brasil,https://www.youtube.com/channel/UCt6iLNEJT6v9VHm9hQ04W6g,@DiscoveryBR,438,2115844,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
G0xepmr2IJ0,https://www.youtube.com/watch?v=G0xepmr2IJ0,What is it like to WORK at the Federal Revenue Service? - AIRPORT: RESTRICTED AREA,Cortes do Inteligência [OFICIAL],https://www.youtube.com/channel/UCvmWNQH4c2T3Triih3lftiw,@cortesdointeligencia,538,138022,True,como funciona aeroporto documentário brasil,"Logística, portos e aeroportos"
qSI0L8WqtKs,https://www.youtube.com/watch?v=qSI0L8WqtKs,The 10 main ports in Brazil,Angelo Economista,https://www.youtube.com/channel/UCsx32ikICHNH9ofsRbOkNHA,@AngeloEconomista,533,31074,True,como funciona porto documentário brasil,"Logística, portos e aeroportos"
zI7QSDXQ0vg,https://www.youtube.com/watch?v=zI7QSDXQ0vg,See how a port works from the inside,VTV News,https://www.youtube.com/channel/UC40TUSUx490U5uR1lZt3Ajg,@VTVNewsOficial,454,30899,True,como funciona porto documentário brasil,"Logística, portos e aeroportos"
n5WgUBLUNJw,https://www.youtube.com/watch?v=n5WgUBLUNJw,Why Is This Port Keeping the World Watching Brazil?,Construction Time,https://www.youtube.com/channel/UCJZPuS18FOkZxDM8Lriq-bQ,@constructiontimebrasil,783,1739749,True,como funciona porto documentário brasil,"Logística, portos e aeroportos"
SuohBPpGRI0,https://www.youtube.com/watch?v=SuohBPpGRI0,The secret map that explains the violence in Brazil.,Spotniks,https://www.youtube.com/channel/UCr88VYLpASHODHBn7Nh_iJw,@spotniks,2869,1146349,True,como funciona porto documentário brasil,"Logística, portos e aeroportos"
QQ5hdZZ7o3w,https://www.youtube.com/watch?v=QQ5hdZZ7o3w,Câmera Record team shows the daily routine at the Port of Santos (SP),Câmera Record,https://www.youtube.com/channel/UCp6tx5isUZCgQnvEwbOVC-Q,@CameraRecord,533,918417,True,como funciona porto documentário brasil,"Logística, portos e aeroportos"
swi6YQJ9tA8,https://www.youtube.com/watch?v=swi6YQJ9tA8,Documentario Porto de Paranagua,Vinicius Lopes,https://www.youtube.com/channel/UCKNPkZjyq24UjZ7wEYwittg,@viniciuslopes5962,360,254,False,como funciona porto documentário brasil,"Logística, portos e aeroportos"
d-1Nyy4EBxA,https://www.youtube.com/watch?v=d-1Nyy4EBxA,Como Porto Rico virou território dos EUA,BBC News Brasil,https://www.youtube.com/channel/UCthbIFAxbXTTQEC7EcQvP1Q,@BBCNewsBrasil,424,831966,True,como funciona porto documentário brasil,"Logística, portos e aeroportos"
f07e1gw1QRQ,https://www.youtube.com/watch?v=f07e1gw1QRQ,O MAIOR PORTO DO MUNDO - #documentário #mundo #projeto #China #vídeo #terminal  #portal,Terra,https://www.youtube.com/channel/UC8TMiS16kGGfz19PWNKlXRg,@terrajatai,819,1290,False,como funciona porto documentário brasil,"Logística, portos e aeroportos"
WhIBSDav4XI,https://www.youtube.com/watch?v=WhIBSDav4XI,PORTO DE SANTOS - Passado e presente na voz de seus trabalhadores,Beatriz Boturão,https://www.youtube.com/channel/UCGGAAedoYfeBlrAiMVCV9cA,@beatrizboturao6134,1480,6055,False,como funciona porto documentário brasil,"Logística, portos e aeroportos"
u_wc1l8DmGM,https://www.youtube.com/watch?v=u_wc1l8DmGM,PORTO - Saiba os procedimento da chegada do navio a saída da carga.,GilbertoCastro,https://www.youtube.com/channel/UCaPmfSWtOpJchafGOZVmbmQ,@GilbertoCastro,596,6752,False,como funciona porto documentário brasil,"Logística, portos e aeroportos"
RKqhaPy1O8A,https://www.youtube.com/watch?v=RKqhaPy1O8A,💡 First City in BRAZIL to Have Electricity!,Diário de Biologia & História,https://www.youtube.com/channel/UCGw2tB5UC_Legq8ndcPk3uQ,@diariodebiologiaehistoria,456,1004098,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
_W1nQT7az8c,https://www.youtube.com/watch?v=_W1nQT7az8c,HOW a SOLAR POWER PLANT WORKS #Let'sSee,Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,@manualdomundo,729,1407458,True,como funciona energia elétrica brasil documentário,Energia e rede elétrica
HOfNPwdF_es,https://www.youtube.com/watch?v=HOfNPwdF_es,VIAGENS NA ELETRICIDADE COMPLETO,Nerinho Matias,https://www.youtube.com/channel/UCu1RXU-uwVDcKpxOPbt-15w,@Neri622,7976,229268,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
c3KAW6LOcSY,https://www.youtube.com/watch?v=c3KAW6LOcSY,A Viagem na Eletricidade - COMPLETO EM PORTUGUÊS - Animação sobre princípios de eletrônica.,VintageLab Silvio Pinheiro,https://www.youtube.com/channel/UC4fZGQ1xVm0Lpo3WimfBK2A,@VintageLabSilvioPinheiro,2844,87171,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
XObTWmFBTIg,https://www.youtube.com/watch?v=XObTWmFBTIg,O Que Realmente é a Energia?,Desvende & Descubra,https://www.youtube.com/channel/UCJfQh0IIgsR5wSbDrnYhSoQ,@DesvendeDescubra,2497,158978,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
mh_Dd8xjZAY,https://www.youtube.com/watch?v=mh_Dd8xjZAY,De onde vem a ENERGIA consumida no Brasil? MAPAS das matrizes energética e elétrica brasileiras!,Mapalogia: Informe-se através de mapas!,https://www.youtube.com/channel/UC3HkVuD8YgbhBGBlGTuEdUw,@Mapalogia,578,57404,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
t5m-9vjCe1g,https://www.youtube.com/watch?v=t5m-9vjCe1g,A História Da Eletricidade ep. 2 A Era Da Invenção,Mauri Heffelmann,https://www.youtube.com/channel/UCAj-muw09C6pcWRMv35mRcA,@mauriheffelmann3480,3540,503966,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
VdKKj9xrWwM,https://www.youtube.com/watch?v=VdKKj9xrWwM,"O Ciclo da ELETRICIDADE: Geração, Transmissão e Distribuição. Desvendando o Caminho da ELETRICIDADE",Engenharia Detalhada,https://www.youtube.com/channel/UCAaD-P-PxAkKS5WX8EpWrKA,@EngenhariaDetalhada,467,114827,True,como funciona energia elétrica brasil documentário,Energia e rede elétrica
5PsvLNxaSe4,https://www.youtube.com/watch?v=5PsvLNxaSe4,Tudo sobre eletricidade (1997),Victor Kenji,https://www.youtube.com/channel/UCRQiOoUWAj3hOjHAScRtqpQ,@victorkenji7771,2730,3969,False,como funciona energia elétrica brasil documentário,Energia e rede elétrica
UmOSpRmShvg,https://www.youtube.com/watch?v=UmOSpRmShvg,Como identificar as FASES  na rede de alta tensão e na rede de baixa tensão,Sam Cursos & Treinamentos,https://www.youtube.com/channel/UCjH6CmcdbmLibKoQsnbc2jQ,@samcursos,160,441057,False,como funciona rede elétrica brasil,Energia e rede elétrica
86xvSavZmak,https://www.youtube.com/watch?v=86xvSavZmak,Why does Brazil have two different voltage standards?,Alimentando Conhecimento,https://www.youtube.com/channel/UCH_vFA7NQZdyUVOvS9NHo_g,@alimentandoconhecimento,324,60851,False,como funciona rede elétrica brasil,Energia e rede elétrica
ugky0tnx_BA,https://www.youtube.com/watch?v=ugky0tnx_BA,Algumas curiosidades sobre as  linhas de transmissão de energia elétrica,Elétrica sem Limites,https://www.youtube.com/channel/UC7WA2AbIA7Fr2rs1ICS_7cg,@eletrica-sem-limites,354,59815,False,como funciona rede elétrica brasil,Energia e rede elétrica
I0FPIOpgSSg,https://www.youtube.com/watch?v=I0FPIOpgSSg,Why is electricity transmitted at high voltage?,Elétrica sem Limites,https://www.youtube.com/channel/UC7WA2AbIA7Fr2rs1ICS_7cg,@eletrica-sem-limites,505,18222,False,como funciona rede elétrica brasil,Energia e rede elétrica
J0HiEw3zUUU,https://www.youtube.com/watch?v=J0HiEw3zUUU,Como realmente funciona uma TORRE DE TRANSMISSÃO,Engenharia Detalhada,https://www.youtube.com/channel/UCAaD-P-PxAkKS5WX8EpWrKA,@EngenhariaDetalhada,599,151677,True,como funciona rede elétrica brasil,Energia e rede elétrica
ettHn5GRbgI,https://www.youtube.com/watch?v=ettHn5GRbgI,Conexões Residenciais na Rede  Elétrica,Gilmar Barreto,https://www.youtube.com/channel/UCktBY2APufc56MIUsLhBmIw,@gilmarbarreto,180,365239,False,como funciona rede elétrica brasil,Energia e rede elétrica
L5bDpK1UcBU,https://www.youtube.com/watch?v=L5bDpK1UcBU,Entenda o setor elétrico e a geração distribuída,Energia Sempre com Você,https://www.youtube.com/channel/UCBhvG8gVcNQk4vFTY67Pwfw,@EnergiaSemprecomVocê,290,59770,False,como funciona rede elétrica brasil,Energia e rede elétrica
69N9aYM9bco,https://www.youtube.com/watch?v=69N9aYM9bco,Documentário com os Embaixadores do Trata Brasil - A realidade do Saneamento Básico no país,Instituto Trata Brasil,https://www.youtube.com/channel/UC-5yZUbpmxSwvDMijIbdy4w,@tratabrasil,2165,103336,False,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
pf6niaANT0g,https://www.youtube.com/watch?v=pf6niaANT0g,WHAT IS BASIC SANITATION?,Com Ciência,https://www.youtube.com/channel/UCo9KYAR0FaoeK_KYXU_0n9g,@ComCienciaprofezequiel,337,64993,True,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
6J9g0SLYUQM,https://www.youtube.com/watch?v=6J9g0SLYUQM,Documentário A Luta Pelo Básico - Saneamento Salvando Vidas,Instituto Trata Brasil,https://www.youtube.com/channel/UC-5yZUbpmxSwvDMijIbdy4w,@tratabrasil,930,130753,False,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
IAyu0JMb_1U,https://www.youtube.com/watch?v=IAyu0JMb_1U,How is SEWAGE TREATMENT done #Boravê,Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,@manualdomundo,689,1689630,True,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
qoPNtMObQsY,https://www.youtube.com/watch?v=qoPNtMObQsY,Por que quase metade dos brasileiros não tem rede de esgoto?,BBC News Brasil,https://www.youtube.com/channel/UCthbIFAxbXTTQEC7EcQvP1Q,@BBCNewsBrasil,483,249018,True,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
DoeCQJf2khY,https://www.youtube.com/watch?v=DoeCQJf2khY,Como funciona o saneamento básico no Brasil? | Tribuna Livre,TV Horizonte,https://www.youtube.com/channel/UC_n4rC_MIZVtpKHmtIc_QbQ,@tvhorizonte.oficial,2266,473,False,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
I5y4PfrWClI,https://www.youtube.com/watch?v=I5y4PfrWClI,saneamento Básico - documentário,Fernanda Slomp,https://www.youtube.com/channel/UCRf1oJsBq0De_fK4rz6ozdQ,@fernandaXDDDDDD,477,183,False,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
4iY9a3v4R0A,https://www.youtube.com/watch?v=4iY9a3v4R0A,Basic Sanitation,Professora Vilma Ribeiro,https://www.youtube.com/channel/UCQxYxduzEGb_YwmUtu3AQJg,@ProfessoraVilmaRibeiro,590,326302,False,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
Vc-Fkkq8fEY,https://www.youtube.com/watch?v=Vc-Fkkq8fEY,DOCUMENTÁRIO SOBRE SANEAMENTO BÁSICO E RESÍDUOS SÓLIDOS,Jackeline Leite,https://www.youtube.com/channel/UCQfiKedfsx6UZX4AzhTzU-A,@jackelineleite1443,303,169,False,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
EOACL0yhxBU,https://www.youtube.com/watch?v=EOACL0yhxBU,🔴 Políticas de Saúde no Brasil – Documentário de Renato Tapajós,Rede TVT,https://www.youtube.com/channel/UCmQTY7b5w61WlmBbJ5a8XrQ,@redetvt,3753,385390,True,como funciona saneamento básico brasil documentário,"Água, saneamento e clima"
G4o8E6gbWtM,https://www.youtube.com/watch?v=G4o8E6gbWtM,Episódio 1: Hiperinflação e os tempos do estoque (1980-1993) | SUA ENCOMENDA CHEGOU,nstech,https://www.youtube.com/channel/UClqm4mnZHSOhIg1EZCOtDGQ,@nstechlog,671,154877,False,documentário logística brasil,"Logística, portos e aeroportos"
_DevofQ5Fm4,https://www.youtube.com/watch?v=_DevofQ5Fm4,BRAZIL’S TRUCKERS - DOCUMENTARY,PROJETO CAMINHONEIROS DO BRASIL,https://www.youtube.com/channel/UCau2vulOE3kjgcwT6WJIH7g,@PROJETOCAMINHONEIROSDOBRASIL,2600,99596,False,documentário logística brasil,"Logística, portos e aeroportos"
KvC2EfwB8XE,https://www.youtube.com/watch?v=KvC2EfwB8XE,Transporte de Cargas: Maravilhas Modernas Documentário History Channel Brasil,lazy lack,https://www.youtube.com/channel/UCM1C2j7W5Ex6w6WccuDSzTA,@lazylack2632,3186,1172,False,documentário logística brasil,"Logística, portos e aeroportos"
ZQNYe-K2M6g,https://www.youtube.com/watch?v=ZQNYe-K2M6g,Gigantes que transformaram a tecnologia do mundo | MARATONA GIGANTES | 2 HORAS DE PROGRAMA,Canal History Brasil,https://www.youtube.com/channel/UCRP5p2RfxJgnKyWgve5pJ-Q,@CanalHistory,7618,235073,False,documentário logística brasil,"IA, tecnologia e software"
QWWQr6TmWGQ,https://www.youtube.com/watch?v=QWWQr6TmWGQ,Documentário Industria 4.0,Deloitte Brasil,https://www.youtube.com/channel/UC2gEzSjL-I7reiHmzbH8-fA,@deloittebrasil,2746,341940,False,documentário logística brasil,"Logística, portos e aeroportos"
_5QwkGeG6Kg,https://www.youtube.com/watch?v=_5QwkGeG6Kg,Fantástico-Transporte de cargas no Brasil é dos mais caros e ineficientes do mundo.,Laena Vasconcelos,https://www.youtube.com/channel/UCxBPzn_1IS0vWxgjhQvLUzA,@laenavasconcelos5577,414,11795,False,documentário logística brasil,"Logística, portos e aeroportos"
XFzfKHN0CBI,https://www.youtube.com/watch?v=XFzfKHN0CBI,Reportagem do Fantástico sobre Infraestrutura de Transportes - Ferrovias e Portos,Edesio Lopes,https://www.youtube.com/channel/UCsO2LxkvIx9g2bZrofM4a2g,@EdesioLopes,921,16294,False,documentário logística brasil,"Logística, portos e aeroportos"
9avu3s44abE,https://www.youtube.com/watch?v=9avu3s44abE,DOCUMENTÁRIO - TRANSPORTADORA BEIRA RIO -  50 ANOS  DE UM LEGADO,HORA DO REC FILMES,https://www.youtube.com/channel/UCDDZJLw37CHVNA_e_yfi7wA,@horadorec,1685,889,False,documentário logística brasil,"Logística, portos e aeroportos"
1BFA8nPh2Hs,https://www.youtube.com/watch?v=1BFA8nPh2Hs,Logística Reversa - Brasil 2050    2ª Temporada,Conselho Emp. Brasileiro para o Desenvolvimento Sustentável CEBDS,https://www.youtube.com/channel/UCrJXS0WSJAfVNu7Ev7jZS1g,@CEBDSBR,1604,54087,False,documentário logística brasil,"Logística, portos e aeroportos"
9LCBxz1NPpQ,https://www.youtube.com/watch?v=9LCBxz1NPpQ,Coca-Cola Logistics Video,Rafael Brum,https://www.youtube.com/channel/UCiKIfo_SDmU_Jg0DQgIlFhQ,@leraf3,2714,90286,False,documentário logística brasil,"Logística, portos e aeroportos"
A1GZgz2dUlU,https://www.youtube.com/watch?v=A1GZgz2dUlU,"Máquinas Chinesas, Terras Camponesas: tecnologia para alimentar o Brasil",Brasil de Fato,https://www.youtube.com/channel/UCOnuheHbS2DgZiAZFL0-Sbg,@brasildefato,1760,58550,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
xI0kfGJjrrI,https://www.youtube.com/watch?v=xI0kfGJjrrI,Brasil Agro: O uso da tecnologia no campo | SBT Brasil (31/08/23),SBT News,https://www.youtube.com/channel/UC376n347Ob5Lwzq2WGzF1AA,@SBTNews,623,17433,True,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
YY4VN2OVS9s,https://www.youtube.com/watch?v=YY4VN2OVS9s,AGRONEGÓCIO - O Mundo Segundo a Monsanto (em português),GEOGRAFIZANDO O CEFET,https://www.youtube.com/channel/UChyoaATs-72AhA2ms5_akxg,@geografizandoocefet9483,6551,386,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
2yKKmg0s5Ik,https://www.youtube.com/watch?v=2yKKmg0s5Ik,Central Mineira: A Nova Fronteira Agropecuária do Brasil | Documentário,Cacto Filmes,https://www.youtube.com/channel/UCvKDDfH3CFjMEN9tmiybS0g,@CactoFilmes,1440,3520,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
jEyMNenP7Ik,https://www.youtube.com/watch?v=jEyMNenP7Ik,INTELIGÊNCIA ARTIFICIAL NO CAMPO: o FUTURO do AGRONEGÓCIO [Podcast Campo em Prosa #4],Sistema Famasul,https://www.youtube.com/channel/UCkvvR3Q0WPPd5FDpAx3W7VQ,@SistemaFamasul,5199,5547,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
-DcmHbmIq0Y,https://www.youtube.com/watch?v=-DcmHbmIq0Y,Documentário | TERRA QUE ALIMENTA - 05/02/2025,TV Cultura,https://www.youtube.com/channel/UCjOJvvYe6tyEHY21OD33h8A,@TVCultura,3115,51958,True,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
VDd3ewvSoUk,https://www.youtube.com/watch?v=VDd3ewvSoUk,Como o Brasil Ganha Bilhões com a Agricultura – Agricultura Moderna em Grande Escala,Saami Golf,https://www.youtube.com/channel/UC68D-0c-jDmUqgb_KXgoYaQ,@SaamiGolf,971,85,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
Uat7VpYTVWk,https://www.youtube.com/watch?v=Uat7VpYTVWk,Documentário Sobre Agronegócio,Empreendedor Infantil,https://www.youtube.com/channel/UCJFw_P71GygvdTT_gEiDB-Q,@empreendedorinfantil266,795,472,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
qp_IPGAY948,https://www.youtube.com/watch?v=qp_IPGAY948,THE SECRET OF SOYBEAN! HOW TECHNOLOGY TRANSFORMED AGRIBUSINESS! 🌱🚜,Richard Rasmussen,https://www.youtube.com/channel/UC13ikrGSy3E2AveqLAI9lqg,@RichardRasmussenSelvagem,1604,119478,True,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
U04V6E0Bo6A,https://www.youtube.com/watch?v=U04V6E0Bo6A,Innovation Ecosystems: Agro Revolution,Prosa Press | Documentários e Inovação,https://www.youtube.com/channel/UCBRh8KuW9ZB2r_HbBnZ4DiA,@Prosa_Press,4200,13695,False,documentário agronegócio tecnologia brasil,"IA, tecnologia e software"
SkX6MKU9gAQ,https://www.youtube.com/watch?v=SkX6MKU9gAQ,A curiosa linha do tempo da evolução da Inteligência Artificial,BBC News Brasil,https://www.youtube.com/channel/UCthbIFAxbXTTQEC7EcQvP1Q,@BBCNewsBrasil,798,697230,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
D1tQL3RleDs,https://www.youtube.com/watch?v=D1tQL3RleDs,Os avanços da inteligência artificial precisam ser controlados? | ALIENÍGENAS DO PASSADO | HISTORY,Canal History Brasil,https://www.youtube.com/channel/UCRP5p2RfxJgnKyWgve5pJ-Q,@CanalHistory,585,150473,False,documentário inteligência artificial brasil,"IA, tecnologia e software"
V2POyQVQuzA,https://www.youtube.com/watch?v=V2POyQVQuzA,O vídeo para entender a Inteligência Artificial de verdade,infinitamente,https://www.youtube.com/channel/UCqNBcXkVNrotGBQZmE3Hyaw,@8nfinitamente,3892,1019939,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
x0xUqIZDoL8,https://www.youtube.com/watch?v=x0xUqIZDoL8,Na Era da IA documentário completo | FRONTLINE,FRONTLINE PBS BRASIL,https://www.youtube.com/channel/UCDiQwC--K0yIwkIB7t35yqQ,@FRONTLINEPBSBRASIL,6859,1779,False,documentário inteligência artificial brasil,"IA, tecnologia e software"
W95YlM5-iPk,https://www.youtube.com/watch?v=W95YlM5-iPk,Discovery Brazil | Artificial Intelligence - IBM,Discovery Brasil,https://www.youtube.com/channel/UCt6iLNEJT6v9VHm9hQ04W6g,@DiscoveryBR,5267,4582204,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
walIJVOwS1k,https://www.youtube.com/watch?v=walIJVOwS1k,Einstein: Os Segredos do Gênio - Documentário History Channel Brasil,History Documentários,https://www.youtube.com/channel/UCG11mOHxbQkDoTA15_p0LFg,@historydocumentarios5799,5378,302858,False,documentário inteligência artificial brasil,"IA, tecnologia e software"
e-TZ8HaHDWA,https://www.youtube.com/watch?v=e-TZ8HaHDWA,ARTIFICIAL INTELLIGENCE and the DESTINY OF HUMANITY I Documentary,Mundo Proibido,https://www.youtube.com/channel/UCkQl2mHENJrcqL0KOHmCcZg,@mundoproibido,2235,161485,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
D2KIu_yDeJk,https://www.youtube.com/watch?v=D2KIu_yDeJk,Fantástico: Futuro das inteligências artificiais e os perigos para a humanidade,g1,https://www.youtube.com/channel/UCaGmdJSSiR7fkh2A-c6emsA,@g1globo,691,1254383,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
HEwY0WKeKjc,https://www.youtube.com/watch?v=HEwY0WKeKjc,ChatGPT: o que você não vê,BBC News Brasil,https://www.youtube.com/channel/UCthbIFAxbXTTQEC7EcQvP1Q,@BBCNewsBrasil,427,643501,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
JS-PRom-dpA,https://www.youtube.com/watch?v=JS-PRom-dpA,A água potável 'perdida' em data centers de Inteligência Artificial,BBC News Brasil,https://www.youtube.com/channel/UCthbIFAxbXTTQEC7EcQvP1Q,@BBCNewsBrasil,445,957429,True,documentário inteligência artificial brasil,"IA, tecnologia e software"
